7247971;1539672147;PM601494649BR
7061423;1539672043;OD846436403BR
7089213;1539670372;OD958343074BR
7229701;1539666045;
7231223;1539664643;
7213247;1539664367;
7241071;1539662467;
7123361;1539661189;
7224457;1539659392;
7227809;1539658395;
7250927;1539658147;
7187161;1539657819;
7140301;1539656950;OD110873822BR
7246671;1539656666;
7227293;1539656760;OD884469353BR
7196231;1539645977;
7247583;1539644287;PM698006514BR
7232249;1538562382;
7217121;1538560934;
7056195;1538559562;
7192845;1538557975;
7144451;1538556930;
7089741;1538554943;
7257563;1540681888;
7031523;1539771776;
7201051;1538103329;
7219099;1536094817;
7238075;1536093790;
